concept_id,concept_code,vocabulary_id,concept_name
44781959,C9123,HCPCS,TRANSCYTE PER 247 SQ CM
40217940,C1852,HCPCS,Transcyte per 247 square centimeters
937595,Q4182,HCPCS,Transcyte per square centimeter
2616971,E1575,HCPCS,Transducer protectors/fluid barriers for hemodialysis any size per 10
43533197,G9157,HCPCS,Transesophageal doppler measurement of cardiac output (including probe placement image acquisition and interpretation per course of treatment) for monitoring purposes
2616268,C8926,HCPCS,Transesophageal echocardiography (tee) with contrast or without contrast followed by with contrast for congenital cardiac anomalies; including probe placement image acquisition interpretation and report
2616269,C8927,HCPCS,Transesophageal echocardiography (tee) with contrast or without contrast followed by with contrast for monitoring purposes including probe placement real time 2-dimensional image acquisition and interpretation leading to ongoing (continuous) assess...
2616267,C8925,HCPCS,Transesophageal echocardiography (tee) with contrast or without contrast followed by with contrast real time with image documentation (2d) (with or without m-mode recording); including probe placement image acquisition interpretation and report
2616566,E0247,HCPCS,Transfer bench for tub or toilet with or without commode opening
2616567,E0248,HCPCS,Transfer bench heavy duty for tub or toilet with or without commode opening
40217544,K0103,HCPCS,"Transfer board<25"""
44782043,E0972,HCPCS,TRANSFER BOARD OR DEVICE
2616720,E0705,HCPCS,Transfer device any type each
2719823,L3600,HCPCS,Transfer of an orthosis from one shoe to another caliper plate existing
2719824,L3610,HCPCS,Transfer of an orthosis from one shoe to another caliper plate new
2719827,L3640,HCPCS,Transfer of an orthosis from one shoe to another dennis browne splint (riveton) both shoes
2719825,L3620,HCPCS,Transfer of an orthosis from one shoe to another solid stirrup existing
2719826,L3630,HCPCS,Transfer of an orthosis from one shoe to another solid stirrup new
915762,G9657,HCPCS,Transfer of care during an anesthetic or to the intensive care unit
2616565,E0246,HCPCS,Transfer tub rail attachment
40218335,S3906,HCPCS,Transfusion direct blood
2617461,G0392,HCPCS,TRANSLUMINAL BALLOON ANGIOPLASTY PERCUTANEOUS; FOR MAINTENANCE OF HEMODIALYSIS ACCESS ARTERIOVENOUS FISTULA OR GRAFT; ARTERIAL
2617462,G0393,HCPCS,TRANSLUMINAL BALLOON ANGIOPLASTY PERCUTANEOUS; FOR MAINTENANCE OF HEMODIALYSIS ACCESS ARTERIOVENOUS FISTULA OR GRAFT; VENOUS
2720455,L8618,HCPCS,Transmitter cable for use with cochlear implant device or auditory osseointegrated device replacement
45890833,S1036,HCPCS,Transmitter; external for use with artificial pancreas device system
2615313,A9277,HCPCS,Transmitter; external for use with interstitial continuous glucose monitoring system
40660592,L8629,HCPCS,Transmitting coil and cable integrated for use with cochlear implant device replacement
2720454,L8617,HCPCS,Transmitting coil for use with cochlear implant device replacement
40218374,S2204,HCPCS,Transmyocardial laser revascularization
40218758,K0257,HCPCS,Transparent film 16 sq. in. or less each dressing
40217621,A4190,HCPCS,Transparent film each
40218759,K0258,HCPCS,Transparent film more than 16 but less than or equal to 48 sq. in. each dressing
40218760,K0259,HCPCS,Transparent film more than 48 sq. in. each dressing
2615153,A6257,HCPCS,Transparent film sterile 16 sq. in. or less each dressing
2615154,A6258,HCPCS,Transparent film sterile more than 16 sq. in. but less than or equal to 48 sq. in. each dressing
2615155,A6259,HCPCS,Transparent film sterile more than 48 sq. in. each dressing
937617,C9746,HCPCS,Transperineal implantation of permanent adjustable balloon continence device with cystourethroscopy when performed and/or fluoroscopy when performed
2721088,S2054,HCPCS,Transplantation of multivisceral organs
40218350,S2052,HCPCS,Transplantation of small intestine allograft
2721087,S2053,HCPCS,Transplantation of small intestine and liver allografts
2721587,S9975,HCPCS,Transplant related lodging meals and transportation per diem
2614625,A0170,HCPCS,Transportation ancillary: parking fees tolls other
2721597,S9992,HCPCS,Transportation costs to and from trial location and local transportation costs (e.g. fares for taxicab or bus) for clinical trial participant and one caregiver/companion
2720897,R0076,HCPCS,Transportation of portable ekg to facility or location per patient
2720896,R0075,HCPCS,Transportation of portable x-ray equipment and personnel to home or nursing home per trip to facility or location more than one patient seen
2720895,R0070,HCPCS,Transportation of portable x-ray equipment and personnel to home or nursing home per trip to facility or location one patient seen
2721666,T2007,HCPCS,Transportation waiting time air ambulance and non-emergency vehicle one-half (1/2) hour increments
2616865,E1039,HCPCS,Transport chair adult size heavy duty patient weight capacity greater than 300 pounds
2616864,E1038,HCPCS,Transport chair adult size patient weight capacity up to and including 300 pounds
2616863,E1037,HCPCS,Transport chair pediatric size
40662278,D7291,HCPCS,TRANSSEPTAL FIBEROTOMY/SUPRA CRESTAL FIBEROTOMY
2616263,C8921,HCPCS,Transthoracic echocardiography with contrast or without contrast followed by with contrast for congenital cardiac anomalies; complete
2616264,C8922,HCPCS,Transthoracic echocardiography with contrast or without contrast followed by with contrast for congenital cardiac anomalies; follow-up or limited study
2616265,C8923,HCPCS,Transthoracic echocardiography with contrast or without contrast followed by with contrast real-time with image documentation (2d) includes m-mode recording when performed complete without spectral or color doppler echocardiography
2616271,C8929,HCPCS,Transthoracic echocardiography with contrast or without contrast followed by with contrast real-time with image documentation (2d) includes m-mode recording when performed complete with spectral doppler echocardiography and with color flow doppl...
2616272,C8930,HCPCS,Transthoracic echocardiography with contrast or without contrast followed by with contrast real-time with image documentation (2d) includes m-mode recording when performed during rest and cardiovascular stress test using treadmill bicycle exerci...
2616270,C8928,HCPCS,Transthoracic echocardiography with contrast or without contrast followed by with contrast real-time with image documentation (2d) includes m-mode recording when performed during rest and cardiovascular stress test using treadmill bicycle exercis...
2616266,C8924,HCPCS,Transthoracic echocardiography with contrast or without contrast followed by with contrast real-time with image documentation (2d) includes m-mode recording when performed follow-up or limited study
2614918,A4608,HCPCS,Transtracheal oxygen catheter each
937611,C9748,HCPCS,Transurethral destruction of prostate tissue; by radiofrequency water vapor (steam) thermal therapy
44782298,S2211,HCPCS,TRANSV CAROTID STENT PLACEMT
2616776,E0940,HCPCS,Trapeze bar free standing complete with grab bar
2616770,E0911,HCPCS,Trapeze bar heavy duty for patient weight capacity greater than 250 pounds attached to bed with grab bar
2616771,E0912,HCPCS,Trapeze bar heavy duty for patient weight capacity greater than 250 pounds free standing complete with grab bar
2616769,E0910,HCPCS,Trapeze bars a/k/a patient helper attached to bed with grab bar
1314508,G9835,HCPCS,Trastuzumab administered within 12 months of diagnosis
1314510,G9837,HCPCS,Trastuzumab not administered within 12 months of diagnosis
2617460,G0390,HCPCS,Trauma response team associated with hospital critical care service
2720559,P9603,HCPCS,Travel allowance one way in connection with medically necessary laboratory specimen collection drawn from home bound or nursing home bound patient; prorated miles actually travelled
2720560,P9604,HCPCS,Travel allowance one way in connection with medically necessary laboratory specimen collection drawn from home bound or nursing home bound patient; prorated trip charge
2614983,A4714,HCPCS,Treated water (deionized distilled or reverse osmosis) for peritoneal dialysis per gallon
40661937,D9930,HCPCS,TREATMENT OF COMPLICATIONS (POSTSURGICAL) - UNUSUAL CIRCUMSTANCES
40663442,D3331,HCPCS,TREATMENT OF ROOT CANAL OBSTRUCTION; NON-SURGICAL ACCESS
43533226,S0354,HCPCS,Treatment planning and care coordination management for cancer established patient with a change of regimen
43533238,S0353,HCPCS,Treatment planning and care coordination management for cancer initial treatment
44782402,Q4077,HCPCS,TREPROSTINIL 1 MG
40664530,J7686,HCPCS,Treprostinil inhalation solution fda-approved final product non-compounded administered through dme unit dose form 1.74 mg
2720953,S0117,HCPCS,Tretinoin topical 5 grams
40217807,K0527,HCPCS,Triamcinolone inhalation solution administered through DME concentrated form per milligram
40217808,K0528,HCPCS,Triamcinolone inhalation solution administered through DME unit dose form per milligram
2718801,J7683,HCPCS,Triamcinolone inhalation solution compounded product administered through dme concentrated form per milligram
2718802,J7684,HCPCS,Triamcinolone inhalation solution compounded product administered through dme unit dose form per milligram
2721848,V2320,HCPCS,Trifocal add over 3.25d
2721847,V2319,HCPCS,Trifocal seg width over 28 mm
2721049,S0508,HCPCS,Trifocal vision prescription lens (safety athletic or sunglass) per lens
40658671,D9212,HCPCS,TRIGEMINAL DIVISION BLOCK ANESTHESIA
2720607,Q0173,HCPCS,Trimethobenzamide hydrochloride 250 mg oral fda approved prescription anti-emetic for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment not to exceed a 48 hour dosage regimen
2617229,G0127,HCPCS,Trimming of dystrophic nails any number
40661920,D5937,HCPCS,TRISMUS APPLIANCE (NOT FOR TM TREATMENT)
40217546,K0112,HCPCS,Trunk support device vest type with inner frame prefabricated
40217547,K0113,HCPCS,Trunk support device vest type without inner frame prefabricated
1314559,Q4167,HCPCS,Truskin per square centimeter
2720416,L8330,HCPCS,Truss addition to standard pad scrotal pad
2720415,L8320,HCPCS,Truss addition to standard pad water pad
2720414,L8310,HCPCS,Truss double with standard pads
2720413,L8300,HCPCS,Truss single with standard pad
2614735,A4281,HCPCS,Tubing for breast pump replacement
2614926,A4616,HCPCS,Tubing (oxygen) per foot
2615267,A7037,HCPCS,Tubing used with positive airway pressure device
40217676,K0187,HCPCS,Tubing used with positive airway pressure device
40217653,K0192,HCPCS,Tubing used with suction pump
2615236,A7002,HCPCS,Tubing used with suction pump each
2614915,A4604,HCPCS,Tubing with integrated heating element for use with positive airway pressure device
2616564,E0245,HCPCS,Tub stool or bench
2615200,A6457,HCPCS,Tubular dressing with or without elastic any width per linear yard
44782181,K0620,HCPCS,TUBULAR ELASTIC DRESSING
40218794,C1322,HCPCS,Turbinate Somnoplasty electr
2720356,L7364,HCPCS,Twelve volt battery each
2720821,Q8,HCPCS,Two class b findings
953380,G9877,HCPCS,Two medicare diabetes prevention program (mdpp) core maintenance sessions (ms) were attended by an mdpp beneficiary in months (mo) 10-12 under the mdpp expanded model (em). a core maintenance session is an mdpp service that: (1) is furnished by an mdp...
953378,G9879,HCPCS,Two medicare diabetes prevention program (mdpp) core maintenance sessions (ms) were attended by an mdpp beneficiary in months (mo) 10-12 under the mdpp expanded model (em). a core maintenance session is an mdpp service that: (1) is furnished by an mdp...
953379,G9878,HCPCS,Two medicare diabetes prevention program (mdpp) core maintenance sessions (ms) were attended by an mdpp beneficiary in months (mo) 7-9 under the mdpp expanded model (em). a core maintenance session is an mdpp service that: (1) is furnished by an mdpp...
953381,G9876,HCPCS,Two medicare diabetes prevention program (mdpp) core maintenance sessions (ms) were attended by an mdpp beneficiary in months (mo) 7-9 under the mdpp expanded model (em). a core maintenance session is an mdpp service that: (1) is furnished by an mdpp...
953375,G9882,HCPCS,Two medicare diabetes prevention program (mdpp) ongoing maintenance sessions (ms) were attended by an mdpp beneficiary in months (mo) 13-15 under the mdpp expanded model (em). an ongoing maintenance session is an mdpp service that: (1) is furnished by...
953374,G9883,HCPCS,Two medicare diabetes prevention program (mdpp) ongoing maintenance sessions (ms) were attended by an mdpp beneficiary in months (mo) 16-18 under the mdpp expanded model (em). an ongoing maintenance session is an mdpp service that: (1) is furnished by...
953373,G9884,HCPCS,Two medicare diabetes prevention program (mdpp) ongoing maintenance sessions (ms) were attended by an mdpp beneficiary in months (mo) 19-21 under the mdpp expanded model (em). an ongoing maintenance session is an mdpp service that: (1) is furnished by...
953372,G9885,HCPCS,Two medicare diabetes prevention program (mdpp) ongoing maintenance sessions (ms) were attended by an mdpp beneficiary in months (mo) 22-24 under the mdpp expanded model (em). an ongoing maintenance session is an mdpp service that: (1) is furnished by...
2721778,UN,HCPCS,Two patients served
40664708,G0920,HCPCS,Type anatomic location and activity all documented
40217539,K0086,HCPCS,U-1 non-sealed lead acid battery each
40217540,K0087,HCPCS,U-1 sealed lead acid battery each (e.g. gel cell absorbed glass mat)
44782299,S2215,HCPCS,UGI ENDOSCOPY INJ IMPLANT
2721419,S9007,HCPCS,Ultrafiltration monitor
2718932,K0005,HCPCS,Ultralightweight wheelchair
2616660,E0574,HCPCS,Ultrasonic/electronic aerosol generator with small volume nebulizer
40217481,K0270,HCPCS,Ultrasonic generator with small volume ultrasonic nebulizer
45890633,G6001,HCPCS,Ultrasonic guidance for placement of radiation therapy fields
1314314,C9744,HCPCS,Ultrasound abdominal with contrast
2617459,G0389,HCPCS,Ultrasound b-scan and/or real time with image documentation; for abdominal aortic aneurysm (aaa) screening
2721352,S8055,HCPCS,Ultrasound guidance for multifetal pregnancy reduction(s) technical component (only to be used when the physician doing the reduction procedure does not perform the ultrasound guidance is included in the cpt code for multifetal pregnancy reduction -...
44782290,S0830,HCPCS,ULTRASOUND PACHYMETRY
40217377,E0690,HCPCS,Ultraviolet cabinet appropriate for home use
2616714,E0691,HCPCS,Ultraviolet light therapy system includes bulbs/lamps timer and eye protection; treatment area 2 square feet or less
2616715,E0692,HCPCS,Ultraviolet light therapy system panel includes bulbs/lamps timer and eye protection 4 foot panel
2616716,E0693,HCPCS,Ultraviolet light therapy system panel includes bulbs/lamps timer and eye protection 6 foot panel
2616717,E0694,HCPCS,Ultraviolet multidirectional light therapy system in 6 foot cabinet includes bulbs/lamps timer and eye protection
2718656,J3590,HCPCS,Unclassified biologics
953238,J3591,HCPCS,Unclassified drug or biological used for esrd on dialysis
2718651,J3490,HCPCS,Unclassified drugs
2616396,C9399,HCPCS,Unclassified drugs or biologicals
45754794,Z2,HCPCS,Undefined codes
2614945,A4635,HCPCS,Underarm pad crutch replacement each
44781988,A4537,HCPCS,UNDER PAD REUSABLE ANY SZ EA
2616972,E1580,HCPCS,Unipuncture control system for hemodialysis
40664861,Q4129,HCPCS,Unite biomatrix per square centimeter
2618078,GD,HCPCS,Units of service exceeds medically unlikely edit value and represents reasonable and necessary services
40217068,MH,HCPCS,Unknown if ordering professional consulted a clinical decision support mechanism for this service related information was not provided to the furnishing professional or provider
2614681,A0999,HCPCS,Unlisted ambulance service
40217717,K0117,HCPCS,Unlisted item orthotic seating back module
2720431,L8499,HCPCS,Unlisted procedure for miscellaneous prosthetic services
45890653,G6021,HCPCS,Unlisted procedure intestine
44786515,G9310,HCPCS,Unplanned hospital readmission within 30 days of principal procedure
44786513,G9308,HCPCS,Unplanned return to the operating room for a surgical procedure for complications of the principal operative procedure within 30 days of the principal operative procedure
45890753,G9389,HCPCS,Unplanned rupture of the posterior capsule requiring vitrectomy during cataract surgery
40663444,D4920,HCPCS,UNSCHEDULED DRESSING CHANGE (BY SOMEONE OTHER THAN TREATING DENTIST)
2617342,G0257,HCPCS,Unscheduled or emergency dialysis treatment for an esrd patient in a hospital outpatient department that is not certified as an esrd facility
2721307,S5150,HCPCS,Unskilled respite care not hospice; per 15 minutes
2721308,S5151,HCPCS,Unskilled respite care not hospice; per diem
40662665,D9999,HCPCS,UNSPECIFIED ADJUNCTIVE PROCEDURE
40659025,D0999,HCPCS,UNSPECIFIED DIAGNOSTIC PROCEDURE
40663824,D3999,HCPCS,UNSPECIFIED ENDODONTIC PROCEDURE
40661556,D6999,HCPCS,UNSPECIFIED FIXED PROSTHODONTIC PROCEDURE
40659048,D6199,HCPCS,UNSPECIFIED IMPLANT PROCEDURE
40663832,D5999,HCPCS,UNSPECIFIED MAXILLOFACIAL PROSTHESIS
40217854,K0448,HCPCS,Unspecified maxillofacial prosthesis by report - provided by a non- physician
2720395,L8048,HCPCS,Unspecified maxillofacial prosthesis by report provided by a non-physician
2720615,Q0181,HCPCS,Unspecified oral dosage form fda approved prescription anti-emetic for use as a complete therapeutic substitute for a iv anti-emetic at the time of chemotherapy treatment not to exceed a 48 hour dosage regimen
40663849,D7999,HCPCS,UNSPECIFIED ORAL SURGERY PROCEDURE
40662282,D8999,HCPCS,UNSPECIFIED ORTHODONTIC PROCEDURE
40661548,D4999,HCPCS,UNSPECIFIED PERIODONTAL PROCEDURE
40660361,D5899,HCPCS,UNSPECIFIED REMOVABLE PROSTHODONTIC PROCEDURE
40664203,D2999,HCPCS,UNSPECIFIED RESTORATIVE PROCEDURE
40663467,D7899,HCPCS,UNSPECIFIED TMD THERAPY
45756729,XU,HCPCS,Unusual non-overlapping service the use of a service that is distinct because it does not overlap usual components of the main service
2720209,L6616,HCPCS,Upper extremity addition additional disconnect insert for locking wrist unit each
2720208,L6615,HCPCS,Upper extremity addition disconnect locking wrist unit
2720225,L6642,HCPCS,Upper extremity addition excursion amplifier lever type
2720224,L6641,HCPCS,Upper extremity addition excursion amplifier pulley type
2720213,L6624,HCPCS,Upper extremity addition flexion/extension and rotation wrist unit
2720210,L6620,HCPCS,Upper extremity addition flexion/extension wrist unit with or without friction
2720244,L6688,HCPCS,Upper extremity addition frame type socket above elbow or elbow disarticulation
2720243,L6687,HCPCS,Upper extremity addition frame type socket below elbow or wrist disarticulation
2720246,L6690,HCPCS,Upper extremity addition frame type socket interscapular-thoracic
2720245,L6689,HCPCS,Upper extremity addition frame type socket shoulder disarticulation
2720235,L6672,HCPCS,Upper extremity addition harness chest or shoulder saddle type
2720237,L6676,HCPCS,Upper extremity addition harness (e.g. figure of eight type) dual cable design
2720236,L6675,HCPCS,Upper extremity addition harness (e.g. figure of eight type) single cable design
2720238,L6677,HCPCS,Upper extremity addition harness triple control simultaneous operation of terminal device and elbow
2720232,L6660,HCPCS,Upper extremity addition heavy duty control cable
2720222,L6639,HCPCS,UPPER EXTREMITY ADDITION HEAVY DUTY FEATURE ANY ELBOW
2720234,L6670,HCPCS,Upper extremity addition hook to hand cable adapter
2720218,L6632,HCPCS,Upper extremity addition latex suspension sleeve each
2720219,L6635,HCPCS,Upper extremity addition lift assist for elbow
2720249,L6693,HCPCS,Upper extremity addition locking elbow forearm counterbalance
2720220,L6637,HCPCS,Upper extremity addition nudge control elbow lock
2720215,L6628,HCPCS,Upper extremity addition quick disconnect hook adapter otto bock or equal
2720216,L6629,HCPCS,Upper extremity addition quick disconnect lamination collar with coupling piece otto bock or equal
2720247,L6691,HCPCS,Upper extremity addition removable insert each
2720214,L6625,HCPCS,Upper extremity addition rotation wrist unit with cable lock
2720206,L6610,HCPCS,Upper extremity additions flexible metal hinge pair
2720226,L6645,HCPCS,Upper extremity addition shoulder flexion-abduction joint each
2720227,L6646,HCPCS,Upper extremity addition shoulder joint multipositional locking flexion adjustable abduction friction control for use with body powered or external powered system
2720228,L6647,HCPCS,Upper extremity addition shoulder lock mechanism body powered actuator
2720229,L6648,HCPCS,Upper extremity addition shoulder lock mechanism external powered actuator
2720230,L6650,HCPCS,Upper extremity addition shoulder universal joint each
2720248,L6692,HCPCS,Upper extremity addition silicone gel insert or equal each
2720204,L6600,HCPCS,Upper extremity additions polycentric hinge pair
2720212,L6623,HCPCS,Upper extremity addition spring assisted rotational wrist unit with latch release
2720223,L6640,HCPCS,Upper extremity additions shoulder abduction joint pair
2720205,L6605,HCPCS,Upper extremity additions single pivot hinge pair
2720217,L6630,HCPCS,Upper extremity addition stainless steel any wrist
2720231,L6655,HCPCS,Upper extremity addition standard control cable extra
2720242,L6686,HCPCS,Upper extremity addition suction socket
2720233,L6665,HCPCS,Upper extremity addition teflon or equal cable lining
2720240,L6682,HCPCS,Upper extremity addition test socket elbow disarticulation or above elbow
2720241,L6684,HCPCS,Upper extremity addition test socket shoulder disarticulation or interscapular thoracic
2720239,L6680,HCPCS,Upper extremity addition test socket wrist disarticulation or below elbow
2720221,L6638,HCPCS,Upper extremity addition to prosthesis electric locking feature only for use with manually powered elbow
2719937,L3985,HCPCS,UPPER EXTREMITY FRACTURE ORTHOSIS CUSTOM-FABRICATED
2719938,L3986,HCPCS,UPPER EXTREMITY FRACTURE ORTHOSIS (EXAMPLE--COLLES' FRACTURE)
2719934,L3980,HCPCS,Upper extremity fracture orthosis humeral prefabricated includes fitting and adjustment
45890810,L3981,HCPCS,Upper extremity fracture orthosis humeral prefabricated includes shoulder cap design with or without joints forearm section may include soft interface straps includes fitting and adjustments
2719935,L3982,HCPCS,Upper extremity fracture orthosis radius/ulnar prefabricated includes fitting and adjustment
2719936,L3984,HCPCS,Upper extremity fracture orthosis wrist prefabricated includes fitting and adjustment
2720211,L6621,HCPCS,Upper extremity prosthesis addition flexion/extension wrist with or without friction for use with external powered terminal device
2720366,L7499,HCPCS,Upper extremity prosthesis not otherwise specified
40217850,K0443,HCPCS,Upper facial prosthesis - provided by a non-physician
2720390,L8043,HCPCS,Upper facial prosthesis provided by a non-physician
2616832,E1,HCPCS,Upper left eyelid
2719940,L3999,HCPCS,Upper limb orthosis not otherwise specified
40662269,D5211,HCPCS,UPPER PARTIAL-RESIN BASE (INCLUDING ANY CONVENTIONAL CLASPS
2617143,E3,HCPCS,Upper right eyelid
40218248,C8542,HCPCS,Urethramax high pressure urethral balloon dilatation catheter/kit
2616605,E0326,HCPCS,Urinal; female jug-type any material
2616604,E0325,HCPCS,Urinal; male jug-type any material
40217718,K0407,HCPCS,Urinary catheter anchoring device adhesive skin attachment
2614767,A4333,HCPCS,Urinary catheter anchoring device adhesive skin attachment each
40217719,K0408,HCPCS,Urinary catheter anchoring device leg strap
2614768,A4334,HCPCS,Urinary catheter anchoring device leg strap each
2615059,A5112,HCPCS,Urinary drainage bag leg or abdomen latex with or without tube with straps each
2614784,A4358,HCPCS,Urinary drainage bag leg or abdomen vinyl with or without tube with straps each
2615058,A5105,HCPCS,Urinary suspensory with leg bag with or without tube each
2614785,A4359,HCPCS,URINARY SUSPENSORY WITHOUT LEG BAG
40664888,G8770,HCPCS,Urine protein test result documented and reviewed
40664655,G8773,HCPCS,Urine protein test was not performed reason not given
2614715,A4250,HCPCS,Urine test or reagent strips or tablets (100 tablets or strips)
44782393,Q2018,HCPCS,UROFOLLITROPIN 75 IU
2721772,UE,HCPCS,Used durable medical equipment
937549,Q9989,HCPCS,Ustekinumab for intravenous injection 1 mg
937548,C9487,HCPCS,Ustekinumab for intravenous injection 1 mg
937562,J3358,HCPCS,Ustekinumab for intravenous injection 1 mg
40664430,J3357,HCPCS,Ustekinumab for subcutaneous injection 1 mg
2721144,S2250,HCPCS,UTERINE ARTERY EMBOLIZATION FOR UTERINE FIBROIDS
2721692,T2035,HCPCS,Utility services to support medical equipment and assistive technology/devices waiver
2721895,V2755,HCPCS,U-v lens per lens
2614871,A4480,HCPCS,Vabra aspirator
2615273,A7043,HCPCS,Vacuum drainage bottle and tubing for use with implanted catheter
45890600,A7048,HCPCS,Vacuum drainage collection unit and tubing kit including all supplies needed for collection unit change for use with implanted catheter each
40217633,K0163,HCPCS,Vacuum erection system
2616670,E0605,HCPCS,Vaporizer room type
2721852,V2430,HCPCS,Variable asphericity lens bifocal full field glass or plastic per lens
2721851,V2410,HCPCS,Variable asphericity lens single vision full field glass or plastic per lens
2614930,A4620,HCPCS,Variable concentration mask
2721853,V2499,HCPCS,Variable sphericity lens other type
40661851,V5,HCPCS,Vascular catheter (alone or with any other vascular access)
40218145,C5601,HCPCS,Vascular closure device vascular solutions duett sealing device 1000
40218144,C5600,HCPCS,Vascular closure device vasoseal es (extravascular security) device
40218198,C6210,HCPCS,Vascular graft exxcel eptfe vascular graft less than 6mm in diameter
40218189,C6200,HCPCS,Vascular graft exxcel soft eptfe vascular graft
40218197,C6209,HCPCS,Vascular graft impra carboflo vascular graft centerflex straight graft (40cm or 50cm in length) or centerflex stepped graft (40cm 45cm or 50cm in length)
40218192,C6205,HCPCS,Vascular graft impra carboflo vascular graft straight graft 10cm in length
40218193,C6206,HCPCS,Vascular graft impra carboflo vascular graft straight graft 20cm in length
40218194,C6207,HCPCS,Vascular graft impra carboflo vascular graft straight graft 30cm 35cm or 40cm in length
40218195,C6208,HCPCS,Vascular graft impra carboflo vascular graft straight graft (50cm in length) Access tapered graft (40cm in length) or stepped graft (45 or 50cm in length)
40217126,C6204,HCPCS,Vascular graft impra venaflo vascular graft with carbon stepped graft 20cm 25cm 30cm 35cm 40cm or 45cm in length
40218190,C6201,HCPCS,Vascular graft impra venaflo vascular graft with carbon straight graft 10cm or 20cm in length
40218191,C6202,HCPCS,Vascular graft impra venaflo vascular graft with carbon straight graft 30cm or 40cm in length
40217125,C6203,HCPCS,Vascular graft impra venaflo vascular graft with carbon straight graft (50cm in length) or centerflex venaflo stepped graft (45cm in length)
2720468,L8670,HCPCS,Vascular graft material synthetic implant
2721525,S9439,HCPCS,Vbac (vaginal birth after cesarean) classes non-physician provider per session
2721696,T2039,HCPCS,Vehicle modifications waiver; per service
2615859,C1880,HCPCS,Vena cava filter
2615027,A4918,HCPCS,Venous pressure clamp for hemodialysis each
44786406,G9201,HCPCS,Venous thromboembolism (vte) prophylaxis administered the day of or the day after hospital admission
44786404,G9199,HCPCS,Venous thromboembolism (vte) prophylaxis not administered the day of or the day after hospital admission for documented reasons (eg patient is ambulatory patient expired during inpatient stay patient already on warfarin or another anticoagulant oth...
44786405,G9200,HCPCS,Venous thromboembolism (vte) prophylaxis was not administered the day of or the day after hospital admission reason not given
40659147,G8565,HCPCS,Verification and documentation of sudden or rapidly progressive hearing loss
2721435,S9090,HCPCS,Vertebral axial decompression per session
44782375,J3395,HCPCS,VERTEPORFIN INJECTION
40661201,D0277,HCPCS,VERTICAL BITEWINGS - 7 TO 8 FILMS
2617440,G0365,HCPCS,Vessel mapping of vessels for hemodialysis access (services for preoperative vessel mapping prior to creation of hemodialysis access using an autogenous hemodialysis conduit including arterial inflow and venous outflow)
2721546,S9476,HCPCS,Vestibular rehabilitation program non-physician provider per diem
40659965,D7350,HCPCS,VESTIBULOPLASTY-RIDGE EXTENSION (INCLUDING SOFT TISSUE GRAFTS RE-ATTACHMENTS HYPERTROPHIED AND HYPERPLASTIC TISSUE)
40664223,D7340,HCPCS,VESTIBULOPLASTY-RIDGE EXTENSION (SECOND EPITHELIALIZATION)
2618090,GQ,HCPCS,Via asynchronous telecommunications system
2618093,GT,HCPCS,Via interactive audio and video telecommunication systems
2718915,J9370,HCPCS,Vincristine sulfate 1 mg
2718916,J9375,HCPCS,Vincristine sulfate 2 mg
2718917,J9380,HCPCS,Vincristine sulfate 5 mg
44782370,C9440,HCPCS,VINORELBINE TARBRAND
40660769,D0416,HCPCS,VIRAL CULTURE
2721912,V2799,HCPCS,Vision item or service miscellaneous
2721911,V2797,HCPCS,Vision supply accessory and/or service component of another hcpcs vision code
2720437,L8510,HCPCS,Voice amplifier
43533233,G9171,HCPCS,Voice functional limitation current status at therapy episode outset and at reporting intervals
43533368,G9173,HCPCS,Voice functional limitation discharge status at discharge from therapy or to end reporting
43533198,G9172,HCPCS,Voice functional limitation projected goal status at therapy episode outset at reporting intervals and at discharge or to end reporting
2616627,E0450,HCPCS,Volume control ventilator without pressure support mode may include pressure control mode used with invasive interface (e.g. tracheostomy tube)
2616635,E0461,HCPCS,Volume control ventilator without pressure support mode may include pressure control mode used with non-invasive interface (e.g. mask)
44782397,Q2022,HCPCS,VONWILLEBRANDFACTRCMPLXPERIU
2618075,GA,HCPCS,Waiver of liability statement issued as required by payer policy individual case
2618094,GU,HCPCS,Waiver of liability statement issued as required by payer policy routine notice
2721682,T2025,HCPCS,Waiver services; not otherwise specified (nos)
2616492,E0144,HCPCS,Walker enclosed four sided framed rigid or folding wheeled with posterior seat
2616487,E0135,HCPCS,Walker folding (pickup) adjustable or fixed height
2616491,E0143,HCPCS,Walker folding wheeled adjustable or fixed height
2616495,E0147,HCPCS,Walker heavy duty multiple braking system variable wheel resistance
2616497,E0149,HCPCS,Walker heavy duty wheeled rigid or folding any type
2616496,E0148,HCPCS,Walker heavy duty without wheels rigid or folding any type each
2616486,E0130,HCPCS,Walker rigid (pickup) adjustable or fixed height
2616489,E0141,HCPCS,Walker rigid wheeled adjustable or fixed height
40217379,E0145,HCPCS,Walker wheeled with seat and crutch attachments
2616488,E0140,HCPCS,Walker with trunk support adjustable or fixed height any type
2719965,L4386,HCPCS,Walking boot non-pneumatic with or without joints with or without interface material prefabricated item that has been trimmed bent molded assembled or otherwise customized to fit a specific patient by an individual with expertise
44786595,L4387,HCPCS,Walking boot non-pneumatic with or without joints with or without interface material prefabricated off-the-shelf
